Region_id,Region_type,City_Name,State_abrv,Neighborhood,County
51794,city,East Haven, VT, Berlin, Essex County
51793,city,East Hampstead, NH, Boston-Cambridge-Newton, Rockingham County
51792,city,East Greenville, PA, Philadelphia-Camden-Wilmington, Montgomery County
51785,city,East Brooklyn, IL, Chicago-Naperville-Elgin, Grundy County
51782,city,East Amwell Township, NJ, New York-Newark-Jersey City, Hunterdon County
51781,city,Early, TX, Brownwood, Brown County
5178,city,Hinton, WV, Summers County,
51779,city,Eagleville, PA, Philadelphia-Camden-Wilmington, Montgomery County
51777,city,Eagle Point, OR, Medford, Jackson County
51774,city,Dutch John, UT, Daggett County,
51773,city,Durkee, OR, Baker County,
51771,city,Durham, OR, Portland-Vancouver-Hillsboro, Washington County
51770,city,Duquesne, PA, Pittsburgh, Allegheny County
51769,city,Dunsmuir, CA, Siskiyou County,
51766,city,Dunlow, WV, Huntington-Ashland, Wayne County
51763,city,Dundee, OH, New Philadelphia-Dover, Tuscarawas County
51758,city,Duluth, MN, Saint Louis County,
51757,city,Duluth, GA, Atlanta-Sandy Springs-Roswell, Gwinnett County
51754,city,Duck Hill, MS, Montgomery County,
51752,city,Dubuque, IA, Dubuque County,
51751,city,Dublin, CA, San Francisco-Oakland-Hayward, Alameda County
51750,city,Dubach, LA, Ruston, Lincoln Parish
5175,city,Hinkley, CA, Riverside-San Bernardino-Ontario, San Bernardino County
51745,city,Drayton, ND, Pembina County,
51744,city,Dravosburg, PA, Pittsburgh, Allegheny County
51743,city,Downingtown, PA, Philadelphia-Camden-Wilmington, Chester County
51741,city,Dowling, MI, Grand Rapids-Wyoming, Barry County
51740,city,Dowell, IL, Carbondale-Marion, Jackson County
51736,city,Douglas, GA, Coffee County,
51733,city,Dos Palos, CA, Merced, Merced County
51730,city,Doon, IA, Lyon County,
5173,city,Hindsville, AR, Fayetteville-Springdale-Rogers, Madison County
51728,city,Dollar Bay, MI, Houghton, Houghton County
51725,city,Doe Hill, VA, Highland County,
51724,city,Dodson, LA, Winn Parish,
51723,city,Dodge City, KS, Ford County,
51721,city,Disputanta, VA, Richmond, Prince George County
51719,city,Dieterich, IL, Effingham, Effingham County
51718,city,Dickson, TN, Nashville-Davidson--Murfreesboro--Franklin, Dickson County
51717,city,Diboll, TX, Lufkin, Angelina County
51716,city,Diaz, AR, Jackson County,
51714,city,Dexter, NM, Roswell, Chaves County
51713,city,Dexter, MI, Ann Arbor, Washtenaw County
51711,city,Dexter, IA, Des Moines-West Des Moines, Guthrie County
51709,city,Dewey, IL, Champaign-Urbana, Champaign County
51701,city,Desert Hot Springs, CA, Riverside-San Bernardino-Ontario, Riverside County
51699,city,Des Allemands, LA, New Orleans-Metairie, Saint Charles Parish
51698,city,Derwent, OH, Cambridge, Guernsey County
51694,city,Denmark, WI, Green Bay, Brown County
51693,city,Denmark, SC, Bamberg County,
5169,city,Hillsdale, NJ, New York-Newark-Jersey City, Bergen County
51689,city,Demorest, GA, Cornelia, Habersham County
51688,city,Demopolis, AL, Marengo County,
5168,city,Hillsboro, IN, Fountain County,
51678,city,Deersville, OH, Harrison County,
51677,city,Deer Park, NY, New York-Newark-Jersey City, Suffolk County
51676,city,Deer Lodge, TN, Knoxville, Morgan County
51675,city,Deer Island, OR, Portland-Vancouver-Hillsboro, Columbia County
51673,city,Decker, MI, Sanilac County,
51672,city,De Leon, TX, Comanche County,
51670,city,De Beque, CO, Grand Junction, Mesa County
51669,city,Dayton, OR, Portland-Vancouver-Hillsboro, Yamhill County
51667,city,Dayton, MN, Minneapolis-St. Paul-Bloomington, Hennepin County
51666,city,Days Creek, OR, Roseburg, Douglas County
51665,city,Town Of Day, NY, Albany-Schenectady-Troy, Saratoga County
51663,city,Davison, MI, Flint, Genesee County
51662,city,Davisboro, GA, Washington County,
51659,city,Davis, CA, Sacramento--Roseville--Arden-Arcade, Yolo County
51658,city,Davidsville, PA, Somerset, Somerset County
51657,city,Davey, NE, Lincoln, Lancaster County
51656,city,Davenport, VA, Buchanan County,
51655,city,Dauphin Island, AL, Mobile, Mobile County
51654,city,Dauphin, PA, Harrisburg-Carlisle, Dauphin County
51653,city,Dateland, AZ, Yuma, Yuma County
51652,city,Dartmouth, MA, Providence-Warwick, Bristol County
51650,city,Darlington, IN, Crawfordsville, Montgomery County
51645,city,Danville, IN, Indianapolis-Carmel-Anderson, Hendricks County
51644,city,Dansville, NY, Rochester, Livingston County
51640,city,Dalton City, IL, Moultrie County,
51639,city,Dalton, PA, Scranton--Wilkes-Barre--Hazleton, Lackawanna County
51638,city,Dalton, MN, Fergus Falls, Otter Tail County
51636,city,Dallas, OR, Salem, Polk County
51632,city,Dafter, MI, Sault Ste. Marie, Chippewa County
51623,city,Cut and Shoot, TX, Houston-The Woodlands-Sugar Land, Montgomery County
51617,city,Culver City, CA, Los Angeles-Long Beach-Anaheim, Los Angeles County
51616,city,Cullman, AL, Cullman County,
51610,city,Croydon, UT, Ogden-Clearfield, Morgan County
5161,city,Highland Home, AL, Crenshaw County,
51609,city,Crows Landing, CA, Modesto, Stanislaus County
51607,city,Crown King, AZ, Prescott, Yavapai County
51606,city,Crown City, OH, Point Pleasant, Gallia County
5160,city,Highland Beach, FL, Miami-Fort Lauderdale-West Palm Beach, Palm Beach County
51599,city,Cross Lanes, WV, Charleston, Kanawha County
51593,city,Crocker, MO, Fort Leonard Wood, Pulaski County
51592,city,Crivitz, WI, Marinette, Marinette County
51590,city,Creve Coeur, MO, St. Louis, Saint Louis County
5159,city,Highland, KS, St. Joseph, Doniphan County
51586,city,Cresco, IA, Howard County,
51584,city,Crescent Mills, CA, Plumas County,
51579,city,Crawfordville, GA, Taliaferro County,
51578,city,Cranks, KY, Harlan County,
51574,city,Coy, AR, Little Rock-North Little Rock-Conway, Lonoke County
51572,city,Coxs Creek, KY, Bardstown, Nelson County
51571,city,Covington, WA, Seattle-Tacoma-Bellevue, King County
51570,city,Covington, VA, Alleghany County,
5157,city,Higgston, GA, Vidalia, Montgomery County
51569,city,Covington, OH, Dayton, Miami County
51567,city,Coventry, RI, Providence-Warwick, Kent County
51566,city,Coventry, CT, Hartford-West Hartford-East Hartford, Tolland County
51562,city,Coupeville, WA, Oak Harbor, Island County
51561,city,Countryside, IL, Chicago-Naperville-Elgin, Cook County
51560,city,Coulter, IA, Franklin County,
51558,city,Cottonwood, AL, Dothan, Houston County
51556,city,Cosby, MO, St. Joseph, Andrew County
51554,city,Correll, MN, Big Stone County,
51550,city,Cornelius, NC, Charlotte-Concord-Gastonia, Mecklenburg County
51547,city,Corinth, TX, Dallas-Fort Worth-Arlington, Denton County
51545,city,Corinne, UT, Ogden-Clearfield, Box Elder County
51543,city,Corbin, KY, London, Whitley County
51539,city,Cope, SC, Orangeburg, Orangeburg County
51538,city,Cooper, TX, Delta County,
51536,city,Cookeville, TN, Putnam County,
51534,city,Conyers, GA, Atlanta-Sandy Springs-Roswell, Rockdale County
51533,city,Converse, LA, Sabine Parish,
51531,city,Constableville, NY, Lewis County,
51529,city,Conowingo, MD, Philadelphia-Camden-Wilmington, Cecil County
51528,city,Conover, NC, Hickory-Lenoir-Morganton, Catawba County
51526,city,Connelly, NY, Kingston, Ulster County
51525,city,Conklin, MI, Grand Rapids-Wyoming, Ottawa County
51523,city,Condon, OR, Gilliam County,
51519,city,Concord, NE, Sioux City, Dixon County
51518,city,Concord, CA, San Francisco-Oakland-Hayward, Contra Costa County
51510,city,Comstock Park, MI, Grand Rapids-Wyoming, Kent County
5151,city,Higdon, AL, Fort Payne, De Kalb County
51509,city,Comstock, WI, Polk County,
51507,city,Colver, PA, Johnstown, Cambria County
51506,city,Columbus Grove, OH, Putnam County,
51505,city,Columbus, WI, Madison, Columbia County
51504,city,Town Of Columbus, NY, Chenango County,
51503,city,Columbiaville, MI, Detroit-Warren-Dearborn, Lapeer County
51502,city,Columbia Heights, MN, Minneapolis-St. Paul-Bloomington, Anoka County
51500,city,Columbia Falls, MT, Kalispell, Flathead County
5150,city,Higden, AR, Cleburne County,
51498,city,Columbia, NH, Berlin, Coos County
51497,city,Columbia, NC, Kill Devil Hills, Tyrrell County
51494,city,Colona, IL, Davenport-Moline-Rock Island, Henry County
51492,city,Collinsville, OK, Tulsa, Tulsa County
51490,city,Collinston, LA, Bastrop, Morehouse Parish
51489,city,Collins, MS, Covington County,
51488,city,Collins, IA, Ames, Story County
51487,city,Collierville, TN, Memphis, Shelby County
51481,city,Coleman, TX, Coleman County,
5148,city,Hiddenite, NC, Hickory-Lenoir-Morganton, Alexander County
51470,city,Coeburn, VA, Big Stone Gap, Wise County
5147,city,Hidden Valley Lake, CA, Clearlake, Lake County
51467,city,Cocoa Beach, FL, Palm Bay-Melbourne-Titusville, Brevard County
51466,city,Coburn, PA, State College, Centre County
51465,city,Cobden, MN, New Ulm, Brown County
51464,city,Coatesville, PA, Philadelphia-Camden-Wilmington, Chester County
51462,city,Coaldale, PA, Pottsville, Schuylkill County
51456,city,Clio, AL, Eufaula, Barbour County
51455,city,Clinton, IA, Clinton County,
51454,city,Clifton Forge, VA, Alleghany County,
51448,city,Clementon, NJ, Philadelphia-Camden-Wilmington, Camden County
51447,city,Clearwater, FL, Tampa-St. Petersburg-Clearwater, Pinellas County
51446,city,Clearbrook, MN, Clearwater County,
51445,city,Clear Fork, WV, Wyoming County,
51443,city,Clayton, WI, Polk County,
51441,city,Clayton, NC, Raleigh, Johnston County
51440,city,Claypool, IN, Warsaw, Kosciusko County
5144,city,Heuvelton, NY, Ogdensburg-Massena, Saint Lawrence County
51439,city,Clayhatchee, AL, Ozark, Dale County
51436,city,Clatonia, NE, Beatrice, Gage County
51432,city,Clarksburg, WV, Harrison County,
51431,city,Clarksburg, MD, Washington-Arlington-Alexandria, Montgomery County
5143,city,Hershey, NE, North Platte, Lincoln County
51429,city,Clarks Hill, SC, McCormick County,
51428,city,Clarkrange, TN, Fentress County,
51427,city,Clarendon, PA, Warren, Warren County
51426,city,Clarendon, AR, Monroe County,
51424,city,Claremont, MN, Rochester, Dodge County
5142,city,Herscher, IL, Kankakee, Kankakee County
51414,city,Citrus Heights, CA, Sacramento--Roseville--Arden-Arcade, Sacramento County
51413,city,Cissna Park, IL, Iroquois County,
51412,city,Circle, MT, McCone County,
51410,city,Cibolo, TX, San Antonio-New Braunfels, Guadalupe County
51405,city,Chula Vista, CA, San Diego-Carlsbad, San Diego County
51404,city,Chula, MO, Livingston County,
51403,city,Christopher, IL, Franklin County,
51398,city,Chireno, TX, Nacogdoches, Nacogdoches County
51395,city,Chimney Rock, NC, Forest City, Rutherford County
51393,city,Chicora, PA, Pittsburgh, Butler County
51392,city,Chickasha, OK, Oklahoma City, Grady County
51387,city,Chesterhill, OH, Morgan County,
51386,city,Chesterfield, MO, St. Louis, Saint Louis County
51385,city,Chester, WV, Weirton-Steubenville, Hancock County
51384,city,Chester, OK, Major County,
51380,city,Cheshire, MA, Pittsfield, Berkshire County
5138,city,Herriman, UT, Salt Lake City, Salt Lake County
51373,city,Cherry, IL, Ottawa-Peru, Bureau County
51371,city,Chemult, OR, Klamath Falls, Klamath County
51370,city,Chelsea, MA, Boston-Cambridge-Newton, Suffolk County
51368,city,Cheboygan, MI, Cheboygan County,
51366,city,Chauncey, OH, Athens, Athens County
51365,city,Chatham, IL, Springfield, Sangamon County
51364,city,Chatfield, TX, Corsicana, Navarro County
51361,city,Chase, MI, Lake County,
51360,city,Charter Oak, IA, Crawford County,
5136,city,Herrick, IL, Shelby County,
51358,city,Charlotte, IA, Clinton, Clinton County
51356,city,Charleston, ME, Bangor, Penobscot County
51355,city,Charles City, IA, Floyd County,
51354,city,Charlack, MO, St. Louis, Saint Louis County
51353,city,Chariton, IA, Lucas County,
51352,city,Chappaqua, NY, New York-Newark-Jersey City, Westchester County
51350,city,Channing, MI, Iron Mountain, Dickinson County
51349,city,Chanhassen, MN, Minneapolis-St. Paul-Bloomington, Carver County
51348,city,Chandler, MN, Murray County,
51347,city,Chamisal, NM, Taos, Taos County
51342,city,Chadwick, MO, Springfield, Christian County
5134,city,Hermleigh, TX, Snyder, Scurry County
51339,city,Centuria, WI, Polk County,
51338,city,Centralia, WA, Lewis County,
51334,city,Centerville, TN, Nashville-Davidson--Murfreesboro--Franklin, Hickman County
51333,city,Centerport, PA, Reading, Berks County
51332,city,Centerfield, UT, Sanpete County,
5133,city,Hermitage, MO, Hickory County,
51326,city,Cement, OK, Caddo County,
51325,city,Celestine, IN, Jasper, Dubois County
51322,city,Cedarville, CA, Modoc County,
51321,city,Cedarhurst, NY, New York-Newark-Jersey City, Nassau County
5132,city,Hermantown, MN, Duluth, Saint Louis County
51313,city,Cecilton, MD, Philadelphia-Camden-Wilmington, Cecil County
51312,city,Cecil, PA, Pittsburgh, Washington County
5131,city,Hereford Township, PA, Reading, Berks County
51303,city,Castella, CA, Redding, Shasta County
51302,city,Casselberry, FL, Orlando-Kissimmee-Sanford, Seminole County
51300,city,Cashmere, WA, Wenatchee, Chelan County
5130,city,Herald, CA, Sacramento--Roseville--Arden-Arcade, Sacramento County
51299,city,Cashion, OK, Kingfisher County,
51297,city,Cary, NC, Raleigh, Wake County
51296,city,Caruthersville, MO, Pemiscot County,
51295,city,Carthage, MS, Leake County,
51294,city,Carthage, IL, Fort Madison-Keokuk, Hancock County
51293,city,Carthage, AR, Dallas County,
51291,city,Carteret, NJ, New York-Newark-Jersey City, Middlesex County
51288,city,Carrsville, KY, Paducah, Livingston County
51286,city,Carroll Valley, PA, Gettysburg, Adams County
51285,city,Carrizo Springs, TX, Dimmit County,
51283,city,Carp Lake, MI, Emmet County,
51279,city,Carney, MI, Marinette, Menominee County
51277,city,Carnelian Bay, CA, Sacramento--Roseville--Arden-Arcade, Placer County
51275,city,Carmi, IL, White County,
51274,city,Carmel Valley, CA, Salinas, Monterey County
51273,city,Town Of Carmel, NY, New York-Newark-Jersey City, Putnam County
51272,city,Carlisle, IA, Des Moines-West Des Moines, Warren County
5127,city,Henning, TN, Lauderdale County,
51269,city,Carbondale, IL, Carbondale-Marion, Jackson County
51262,city,Canyon Dam, CA, Plumas County,
51261,city,Canyon, MN, Duluth, Saint Louis County
51260,city,Canton, OH, Canton-Massillon, Stark County
5126,city,Henning, IL, Danville, Vermilion County
51259,city,Canton, MN, Rochester, Fillmore County
51257,city,Canmer, KY, Hart County,
51255,city,Candia, NH, Boston-Cambridge-Newton, Rockingham County
51252,city,Canada, KY, Pike County,
51250,city,Campus, IL, Pontiac, Livingston County
51246,city,Camp Sherman, OR, Jefferson County,
51245,city,Cammack Village, AR, Little Rock-North Little Rock-Conway, Pulaski County
51243,city,Cameron, OK, Fort Smith, LeFlore County
5124,city,Henderson, NE, York County,
51239,city,Camarillo, CA, Oxnard-Thousand Oaks-Ventura, Ventura County
51236,city,Calmar, IA, Winneshiek County,
51234,city,Callicoon, NY, Sullivan County,
51231,city,California, MO, Jefferson City, Moniteau County
51228,city,Calhoun, KY, Owensboro, McLean County
51227,city,Caldwell, TX, College Station-Bryan, Burleson County
51226,city,Calder, ID, Shoshone County,
51225,city,Calais, ME, Washington County,
51223,city,Cairo, GA, Grady County,
51222,city,Caddo Mills, TX, Dallas-Fort Worth-Arlington, Hunt County
51217,city,Byron, WY, Big Horn County,
51216,city,Byron, OK, Alfalfa County,
51215,city,Byhalia, MS, Memphis, Marshall County
51214,city,Byesville, OH, Cambridge, Guernsey County
51213,city,Byars, OK, Oklahoma City, McClain County
51211,city,Butte, MT, Butte-Silver Bow, Silver Bow County
51210,city,Butner, NC, Oxford, Granville County
51209,city,Butler, TN, Johnson County,
51207,city,Bushland, TX, Amarillo, Potter County
51202,city,Burr Ridge, IL, Chicago-Naperville-Elgin, DuPage County
51195,city,Burneyville, OK, Love County,
51194,city,Burlison, TN, Memphis, Tipton County
51193,city,Burlington, WA, Mount Vernon-Anacortes, Skagit County
51192,city,Burlington, MI, Battle Creek, Calhoun County
51191,city,Burlington, IL, Chicago-Naperville-Elgin, Kane County
51190,city,Burlingame, KS, Topeka, Osage County
51185,city,Buffalo Valley, TN, Cookeville, Putnam County
51183,city,Buffalo, TX, Leon County,
51182,city,Buffalo, OK, Harper County,
51181,city,Buena Vista, GA, Columbus, Marion County
5118,city,Helena, OH, Fremont, Sandusky County
51179,city,Bucoda, WA, Olympia-Tumwater, Thurston County
51177,city,Buckner, IL, Franklin County,
51176,city,Buckley, WA, Seattle-Tacoma-Bellevue, Pierce County
51174,city,Brunswick, MD, Washington-Arlington-Alexandria, Frederick County
51173,city,Brunswick, GA, Glynn County,
51172,city,Brumley, MO, Miller County,
51170,city,Bruce, WI, Rusk County,
51168,city,Brownville, NE, Nemaha County,
51167,city,Brownsville, TX, Brownsville-Harlingen, Cameron County
51165,city,Broomall, PA, Philadelphia-Camden-Wilmington, Delaware County
51163,city,Brooksville, ME, Hancock County,
51162,city,Brooks, MN, Red Lake County,
51161,city,Brooks, CA, Sacramento--Roseville--Arden-Arcade, Yolo County
51160,city,Brooklin, ME, Hancock County,
5116,city,Helen, GA, White County,
51159,city,Brooklet, GA, Statesboro, Bulloch County
51158,city,Brookings, OR, Curry County,
51156,city,Brookeville, MD, Washington-Arlington-Alexandria, Montgomery County
51155,city,Brooker, FL, Bradford County,
51154,city,Brook Park, MN, Pine County,
51151,city,Brogan, OR, Ontario, Malheur County
51150,city,Broadwell, IL, Lincoln, Logan County
5115,city,Heidelberg, PA, Pittsburgh, Allegheny County
51148,city,Broad Top, PA, Huntingdon, Huntingdon County
51147,city,Bristow, IN, Perry County,
51145,city,Bristol, VA, Kingsport-Bristol-Bristol, Bristol City
51144,city,Bristol, SD, Day County,
51143,city,Bristol, RI, Providence-Warwick, Bristol County
51141,city,Bristol, IN, Elkhart-Goshen, Elkhart County
51137,city,Brigham City, UT, Ogden-Clearfield, Box Elder County
51136,city,Briggsville, WI, Marquette County,
51135,city,Brier Hill, NY, Ogdensburg-Massena, Saint Lawrence County
51134,city,Bridgeville, CA, Eureka-Arcata-Fortuna, Humboldt County
51133,city,Bridgeport, OH, Wheeling, Belmont County
51132,city,Bridgeport, AL, Scottsboro, Jackson County
51131,city,Brian Head, UT, Cedar City, Iron County
51127,city,Bremo Bluff, VA, Charlottesville, Fluvanna County
51126,city,Bremen, ME, Lincoln County,
51125,city,Bremen, AL, Cullman, Cullman County
51123,city,Brashear, MO, Kirksville, Adair County
51121,city,Brandonville, WV, Morgantown, Preston County
51117,city,Braintree, MA, Boston-Cambridge-Newton, Norfolk County
51115,city,Braidwood, IL, Chicago-Naperville-Elgin, Will County
51110,city,Brackenridge, PA, Pittsburgh, Allegheny County
5111,city,Hazleton, IN, Gibson County,
51109,city,Braceville, IL, Chicago-Naperville-Elgin, Grundy County
51108,city,Boyne Falls, MI, Charlevoix County,
51107,city,Boykins, VA, Southampton County,
51105,city,Boyertown, PA, Reading, Berks County
51100,city,Bowerston, OH, Harrison County,
5110,city,Hazen, AR, Prairie County,
51098,city,Bouse, AZ, La Paz County,
51095,city,Boulder City, NV, Las Vegas-Henderson-Paradise, Clark County
5109,city,Hazelhurst, WI, Oneida County,
51089,city,Boscawen, NH, Concord, Merrimack County
51088,city,Borger, TX, Hutchinson County,
51085,city,Boonville, CA, Ukiah, Mendocino County
51082,city,Bonner Springs, KS, Kansas City, Wyandotte County
5108,city,Haywood City, MO, Sikeston, Scott County
51077,city,Bond, CO, Edwards, Eagle County
51075,city,Bolivar, MO, Springfield, Polk County
51074,city,Bolckow, MO, St. Joseph, Andrew County
51071,city,Bogata, TX, Red River County,
51067,city,Boalsburg, PA, State College, Centre County
5106,city,Hayward, WI, Sawyer County,
51050,city,Bly, OR, Klamath Falls, Klamath County
5105,city,Haynes, AR, Lee County,
51048,city,Blum, TX, Hill County,
51047,city,Bluffdale, UT, Salt Lake City, Salt Lake County
51044,city,Bluewater, NM, Grants, Cibola County
51043,city,Blue River, KY, Floyd County,
51042,city,Blue Ridge, TX, Dallas-Fort Worth-Arlington, Collin County
51040,city,Blue Island, IL, Chicago-Naperville-Elgin, Cook County
5104,city,Haymarket, VA, Washington-Arlington-Alexandria, Prince William County
51039,city,Blue Grass, VA, Highland County,
51037,city,Bloomville, OH, Tiffin, Seneca County
51035,city,Bloomingdale, OH, Weirton-Steubenville, Jefferson County
51034,city,Bloomingdale, NJ, New York-Newark-Jersey City, Passaic County
51033,city,Bloomfield, NE, Knox County,
5103,city,Hayesville, OH, Ashland, Ashland County
51028,city,Blanket, TX, Brownwood, Brown County
51026,city,Blanchard, ND, Traill County,
51025,city,Blanchard, IA, Page County,
51024,city,Blakesburg, IA, Ottumwa, Wapello County
51023,city,Blairsville, GA, Union County,
51022,city,Blair, SC, Columbia, Fairfield County
51021,city,Blair, NE, Omaha-Council Bluffs, Washington County
51019,city,Blackstone, VA, Nottoway County,
51015,city,Black Eagle, MT, Great Falls, Cascade County
51013,city,Bixby, MO, Iron County,
51011,city,Bishop, GA, Athens-Clarke County, Oconee County
51009,city,Biscayne Park, FL, Miami-Fort Lauderdale-West Palm Beach, Miami-Dade County
51007,city,Birdseye, IN, Jasper, Dubois County
51004,city,Bingham, IL, Fayette County,
51003,city,Biloxi, MS, Gulfport-Biloxi-Pascagoula, Harrison County
51002,city,Billingsley, AL, Montgomery, Autauga County
51000,city,Biggs, CA, Chico, Butte County
5100,city,Haxtun, CO, Phillips County,
50997,city,Big Lake, AK, Anchorage, Matanuska Susitna Borough
50994,city,Bienville, LA, Bienville Parish,
50993,city,Bethpage, TN, Nashville-Davidson--Murfreesboro--Franklin, Sumner County
50992,city,Bethlehem, GA, Atlanta-Sandy Springs-Roswell, Barrow County
50991,city,Bethel Heights, AR, Fayetteville-Springdale-Rogers, Benton County
50987,city,Bessemer, PA, New Castle, Lawrence County
50985,city,Berwyn, IL, Chicago-Naperville-Elgin, Cook County
50983,city,Berthold, ND, Minot, Ward County
50981,city,Berne, IN, Decatur, Adams County
50980,city,Bernard, IA, Jackson County,
5098,city,Haworth, NJ, New York-Newark-Jersey City, Bergen County
50976,city,Berkley, MA, Providence-Warwick, Bristol County
50974,city,Bergman, AR, Harrison, Boone County
50972,city,Berea, KY, Richmond-Berea, Madison County
5097,city,Hawley, PA, New York-Newark-Jersey City, Pike County
50969,city,Benton Ridge, OH, Findlay, Hancock County
50968,city,Benton, IL, Franklin County,
50967,city,Benton, AR, Little Rock-North Little Rock-Conway, Saline County
50965,city,Benson, AZ, Sierra Vista-Douglas, Cochise County
50963,city,Bennett, CO, Denver-Aurora-Lakewood, Adams County
50962,city,Bend, OR, Bend-Redmond, Deschutes County
50960,city,Bement, IL, Champaign-Urbana, Piatt County
50959,city,Belville, NC, Myrtle Beach-Conway-North Myrtle Beach, Brunswick County
50953,city,Belmont, MS, Tishomingo County,
50952,city,Bellwood, PA, Altoona, Blair County
50950,city,Bellingham, WA, Whatcom County,
50949,city,Bellflower, IL, Bloomington, McLean County
50946,city,Bella Vista, AR, Fayetteville-Springdale-Rogers, Benton County
50945,city,Belden, NE, Cedar County,
50944,city,Beeville, TX, Bee County,
50941,city,Beechgrove, TN, Tullahoma-Manchester, Coffee County
50940,city,Beech Grove, AR, Paragould, Greene County
50939,city,Beech Bottom, WV, Weirton-Steubenville, Brooke County
50935,city,Bedford Park, IL, Chicago-Naperville-Elgin, Cook County
50934,city,Bedford Heights, OH, Cleveland-Elyria, Cuyahoga County
50933,city,Bedford, OH, Cleveland-Elyria, Cuyahoga County
50932,city,Becket, MA, Pittsfield, Berkshire County
50931,city,Beaverton, MI, Gladwin County,
5093,city,Haubstadt, IN, Gibson County,
50929,city,Beaver Dam, KY, Ohio County,
50926,city,Beaver Bay, MN, Lake County,
50925,city,Beaver, WV, Beckley, Raleigh County
50924,city,Beaver, OK, Beaver County,
50922,city,Beaux Arts Village, WA, Seattle-Tacoma-Bellevue, King County
50919,city,Beaufort, MO, St. Louis, Franklin County
50918,city,Beatrice, NE, Gage County,
50916,city,Bear River City, UT, Ogden-Clearfield, Box Elder County
50902,city,Bayou Vista, TX, Houston-The Woodlands-Sugar Land, Galveston County
50898,city,Bay Village, OH, Cleveland-Elyria, Cuyahoga County
50895,city,Baxter, MN, Brainerd, Crow Wing County
50894,city,Baxter, IA, Newton, Jasper County
50891,city,Baudette, MN, Lake of the Woods County,
50890,city,Battletown, KY, Elizabethtown-Fort Knox, Meade County
5089,city,Hastings, IA, Omaha-Council Bluffs, Mills County
50889,city,Battle Ground, WA, Portland-Vancouver-Hillsboro, Clark County
50888,city,Batson, TX, Beaumont-Port Arthur, Hardin County
50886,city,Bath, NC, Washington, Beaufort County
50883,city,Bastian, VA, Bland County,
50882,city,Bassfield, MS, Jefferson Davis County,
50880,city,Bassett, VA, Martinsville, Henry County
50879,city,Baskin, LA, Franklin Parish,
50877,city,Bartonville, IL, Peoria, Peoria County
50870,city,Barrington, NJ, Philadelphia-Camden-Wilmington, Camden County
5087,city,Harwood Heights, IL, Chicago-Naperville-Elgin, Cook County
50868,city,Barrett, MN, Grant County,
50865,city,Barnum, IA, Fort Dodge, Webster County
50861,city,Barnegat Township, NJ, New York-Newark-Jersey City, Ocean County
5086,city,Harwood, MD, Baltimore-Columbia-Towson, Anne Arundel County
50859,city,Barlow, OR, Portland-Vancouver-Hillsboro, Clackamas County
50853,city,Barboursville, WV, Huntington-Ashland, Cabell County
50852,city,Barboursville, VA, Charlottesville, Greene County
50851,city,Bar Nunn, WY, Casper, Natrona County
50850,city,Bannockburn, IL, Chicago-Naperville-Elgin, Lake County
50849,city,Banning, CA, Riverside-San Bernardino-Ontario, Riverside County
50844,city,Balsam Lake, WI, Polk County,
50843,city,Ballard, UT, Vernal, Uintah County
50841,city,Balko, OK, Beaver County,
5084,city,Hartwell, MO, Henry County,
50833,city,Bainbridge, GA, Decatur County,
50830,city,Baileys Harbor, WI, Door County,
5083,city,Hartville, WY, Platte County,
50828,city,Baggs, WY, Carbon County,
50826,city,Bagdad, KY, Louisville/Jefferson County, Shelby County
50825,city,Badger, MN, Roseau County,
5082,city,Hartsville, SC, Florence, Darlington County
50819,city,Avondale, PA, Philadelphia-Camden-Wilmington, Chester County
50818,city,Avondale, MO, Kansas City, Clay County
50815,city,Avon, OH, Cleveland-Elyria, Lorain County
50814,city,Avoca, NE, Omaha-Council Bluffs, Cass County
50812,city,Avera, GA, Jefferson County,
50810,city,Ava, IL, Carbondale-Marion, Jackson County
50809,city,Aurora, WV, Morgantown, Preston County
50800,city,Auburn, CA, Sacramento--Roseville--Arden-Arcade, Placer County
5080,city,Hartsville, IN, Columbus, Bartholomew County
50797,city,Atwater, CA, Merced, Merced County
50795,city,Attica, OH, Tiffin, Seneca County
50793,city,Atlantis, FL, Miami-Fort Lauderdale-West Palm Beach, Palm Beach County
50792,city,Atlantic, VA, Accomack County,
50791,city,Atlantic, IA, Cass County,
50790,city,Atlanta, NE, Phelps County,
5079,city,Hartstown, PA, Meadville, Crawford County
50786,city,Athens, TN, McMinn County,
50784,city,Atchison, KS, Atchison County,
50783,city,Atascocita, TX, Houston-The Woodlands-Sugar Land, Harris County
50782,city,Astoria, IL, Canton, Fulton County
50780,city,Ashippun, WI, Beaver Dam, Dodge County
5078,city,Hartline, WA, Moses Lake, Grant County
50779,city,Asheville, NC, Buncombe County,
50778,city,Ashburn, MO, Pike County,
50775,city,Ash Grove, MO, Springfield, Greene County
50774,city,Arvin, CA, Bakersfield, Kern County
50770,city,Aroda, VA, Madison County,
5077,city,Hartley, IA, O Brien County,
50765,city,Armada, MI, Detroit-Warren-Dearborn, Macomb County
50764,city,Arlington Heights, IL, Chicago-Naperville-Elgin, Cook County
50763,city,Arlington, TX, Dallas-Fort Worth-Arlington, Tarrant County
50762,city,Arlington, TN, Memphis, Shelby County
5076,city,Hartleton, PA, Lewisburg, Union County
50758,city,Argonne, WI, Forest County,
