Year-Month,Date Interest,Days On Market
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
2019-01-01,1/3/2019,25.0
2019-01-01,1/10/2019,25.0
2019-01-01,1/17/2019,25.0
2019-01-01,1/24/2019,25.0
2019-01-01,1/31/2019,25.0
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,1/3/2019,
,1/10/2019,
,1/17/2019,
,1/24/2019,
,1/31/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
2019-02-01,2/14/2019,24.0
2019-02-01,2/21/2019,24.0
2019-02-01,2/28/2019,24.0
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,2/14/2019,
,2/21/2019,
,2/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
2019-03-01,3/7/2019,21.0
2019-03-01,3/14/2019,21.0
2019-03-01,3/21/2019,21.0
2019-03-01,3/28/2019,21.0
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,3/7/2019,
,3/14/2019,
,3/21/2019,
,3/28/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
,4/4/2019,
,4/11/2019,
,4/18/2019,
,4/25/2019,
2019-04-01,4/4/2019,17.0
